"ticker","cik","company","catalyst_type","catalyst_date","date_precision","drug","indication","source","source_url","snippet","confidence","redistribute","retrieved_at","conference","pres_type","date_basis","sources","urls","category","market_cap","price","wk52_high","wk52_low","wk52_pos","avg_volume","cash","cash_runway_months","runway_label","runway_source","runway_end","runway_guidance_url","dilution_risk","change_status","change_type","change_detail","last_checked","data_flags","formerly","outcome","outcome_date","outcome_source","qa_flag"
"IONS","0000874015","Ionis","PhaseReadout","2027-09-01","month","","Hypertriglyceridemia","clinicaltrials","https://clinicaltrials.gov/study/NCT07604974","PHASE2 | A Study to Assess the Safety, Tolerability and Efficacy of ION775 | primary completion 2027-09","0.45","True","2026-07-24T11:50:58Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT04165486;https://clinicaltrials.gov/study/NCT06430385;https://clinicaltrials.gov/study/NCT07604974","readout","9233219004","55.87","86.74","40.03","33.9","3834334.0","1919113000","25.3","~25 mo (estimated)","estimated","2028-08-31","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"NVS","0001114448","NOVARTIS AG","PhaseReadout","2026-10-01","month","","Triple Negative Breast Cancer","clinicaltrials","https://clinicaltrials.gov/study/NCT03090165","PHASE2 | Ribociclib and Bicalutamide in AR+ TNBC | primary completion 2026-10","0.45","True","2026-07-24T11:51:41Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT03090165","readout","296777615118","156.14","170.46","112.34","75.4","2105344.0","7690031000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"NTHI","0001979414","NEONC TECHNOLOGIES HOLDINGS, INC.","PhaseReadout","2026-10-01","month","","Pediatric Tumor of CNS","clinicaltrials","https://clinicaltrials.gov/study/NCT06357377","PHASE1 | A Study of the Safety, Dosing, and Delivery of NEO100 in Patients With Pediatric Brain Tum | primary completion 2026-10","0.45","True","2026-07-24T11:51:38Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06357377","readout","72581850","3.63","12.99","3.005","6.3","24055.0","138601","0.1","into 2026","company-guided","2026-12-15","https://www.sec.gov/Archives/edgar/data/1979414/000182912626005421/neonctechnologies_ex99-1.htm","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"OPK","0000944809","OPKO HEALTH, INC.","PhaseReadout","2027-09-01","month","","COVID -19","clinicaltrials","https://clinicaltrials.gov/study/NCT07445971","PHASE1 | A Study Evaluating MDX2301 in Healthy Adults and Adults at Higher Risk for Severe COVID-19 | primary completion 2027-09","0.45","True","2026-07-24T11:51:48Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07445971","readout","883457940","1.17","1.61","0.98","30.2","2957957.0","341881000","25.1","~25 mo (estimated)","estimated","2028-08-25","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"RARE","0001515673","Ultragenyx Pharmaceutical Inc.","PhaseReadout","2027-09-01","month","","OTC Deficiency","clinicaltrials","https://clinicaltrials.gov/study/NCT05345171","PHASE3 | Clinical Study of DTX301 AAV-Mediated Gene Transfer for Ornithine Transcarbamylase (OTC) D | primary completion 2027-09","0.45","True","2026-07-24T11:52:08Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05345171","readout","2661178184","27.02","39.89","18.29","40.4","1888285.0","413000000","10.0","~10 mo (estimated)","estimated","2027-05-24","","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"ZYME","0001937653","Zymeworks Inc.","PhaseReadout","2027-09-01","month","","Hepatocellular Carcinoma","clinicaltrials","https://clinicaltrials.gov/study/NCT07164313","PHASE1 | A Study of ZW251 in Participants With Advanced Solid Tumors | primary completion 2027-09","0.45","True","2026-07-24T11:53:00Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07164313","readout","1701029539","23.12","29.75","11.51","63.7","357858.0","364727000","58.3","into 2H 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1937653/000193765325000076/ex991q32025_earningsxrelea.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"NXTC","0001661059","NextCure, Inc.","PhaseReadout","2026-12-01","month","","Ovarian Cancer","clinicaltrials","https://clinicaltrials.gov/study/NCT06774963","PHASE1 | A Phase 1 Study of LNCB74 in Advanced Solid Tumors | primary completion 2026-12","0.45","True","2026-07-24T11:51:41Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06774963","readout","11201305","4.18","15.74","1.55","18.5","250158.0","29743000","7.1","into mid-2026","company-guided","2026-06-15","https://www.sec.gov/Archives/edgar/data/1661059/000155837025010782/nxtc-20250630x10q.htm","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"OMER","0001285819","OMEROS CORP","PhaseReadout","2026-12-01","month","","Paroxysmal Nocturnal Hemoglobinuria","clinicaltrials","https://clinicaltrials.gov/study/NCT06298955","PHASE2 | Long-Term Safety, Tolerability and Efficacy of OMS906 in Paroxysmal Nocturnal Hemoglobinur | primary completion 2026-12","0.45","True","2026-07-24T11:51:46Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06298955","readout","744018649","10.28","17.65","3.44","48.1","1544402.0","135316000","17.1","~17 mo (estimated)","estimated","2027-12-25","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"PMN","0001374339","ProMIS Neurosciences Inc.","PhaseReadout","2026-12-01","month","","Alzheimer Disease, Early Onset","clinicaltrials","https://clinicaltrials.gov/study/NCT06750432","PHASE1 | PMN310 in Patients With Early Alzheimer's Disease (PRECISE-AD) | primary completion 2026-12","0.45","True","2026-07-24T11:51:58Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06750432","readout","16488432","12.61","27.4","6.27","30.0","107138.0","63848098","21.6","into 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1374339/000110465926058967/pmn-20260512xex99d1.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"PRAX","0001689548","Praxis Precision Medicines","PhaseReadout","2026-12-01","month","","Developmental and Epileptic Encephalopathy 1","clinicaltrials","https://clinicaltrials.gov/study/NCT07010471","PHASE3 | A Clinical Trial for Participants With DEE to Assess Efficacy, Safety, Tolerability, and P | primary completion 2026-12","0.45","True","2026-07-24T11:51:59Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07010471","readout","6816065703","322.4","366.52","37.19","86.6","325369.0","786865000","33.4","into 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/1689548/000168954826000049/praxisq12026pr.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"BMRN","0001048477","BIOMARIN PHARMACEUTICAL INC","PhaseReadout","2027-04-14","month","","Duchenne Muscular Dystrophy","clinicaltrials","https://clinicaltrials.gov/study/NCT06280209","PHASE2 | A Phase 1/2 Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynami | primary completion 2027-04-14","0.45","True","2026-07-24T11:49:40Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06280209","readout","11378629080","58.87","66.28","49.26","56.5","2498063.0","2222435000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"JNJ","0000200406","JOHNSON & JOHNSON","PhaseReadout","2027-04-14","month","","Carcinoma, Non-small-Cell Lung","clinicaltrials","https://clinicaltrials.gov/study/NCT06116786","PHASE1 | A Study of JNJ-86974680 in Participants With Advanced Non-small Cell Lung Cancer | primary completion 2027-04-14","0.45","True","2026-07-24T11:51:04Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06116786","readout","624119929400","259.27","269.43","164.23","90.3","8040211.0","20758000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"JAZZ","0001232524","Jazz Pharmaceuticals","PhaseReadout","2026-12-24","month","","Covid19","clinicaltrials","https://clinicaltrials.gov/study/NCT04652115","PHASE2 | Defibrotide for the Treatment of Severe COVID-19 | primary completion 2026-12-24","0.45","True","2026-07-24T11:51:02Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT04652115","readout","16010321712","254.87","255.2","105.0","99.8","527842.0","2874300000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"MRK","0000310158","Merck","PhaseReadout","2026-07-31","month","","HPV Positive Oropharyngeal Squamous Cell Carcinoma","clinicaltrials","https://clinicaltrials.gov/study/NCT04255849","PHASE3 | Nine-valent HPV Vaccine to Prevent Persistent Oral HPV Infection in Men Living With HIV | primary completion 2026-07-31","0.45","True","2026-07-24T11:51:27Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT04255849","readout","322212717200","130.46","131.74","76.66","97.7","5980266.0","5702000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"VNDA","0001347178","Vanda Pharmaceuticals Inc.","PhaseReadout","2026-10-01","month","","Hypertension","clinicaltrials","https://clinicaltrials.gov/study/NCT07090161","PHASE2 | Evaluation of Efficacy and Safety of Iloperidone for the Treatment of Participants With Un | primary completion 2026-10","0.45","True","2026-07-24T11:52:47Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07090161","readout","322326612","5.36","9.94","4.14","21.0","866992.0","202310000","19.2","~19 mo (estimated)","estimated","2028-02-27","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"ABBV","0001551152","AbbVie","PhaseReadout","2026-09-01","month","","Juvenile Psoriatic Arthritis","clinicaltrials","https://clinicaltrials.gov/study/NCT06100744","PHASE3 | A Study to Assess Adverse Events, Change in Disease Activity, and How the Drug Moves Throu | primary completion 2026-09","0.45","True","2026-07-24T11:48:57Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06100744","readout","453836071930","256.87","261.64","187.62","93.6","3055885.0","9391000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"NVO","0000353278","Novo Nordisk","PhaseReadout","2026-12-14","month","","Overweight","clinicaltrials","https://clinicaltrials.gov/study/NCT07184632","PHASE2 | A Research Study on How Well Different Doses of the Medicine NNC0662-0419 Help People Livi | primary completion 2026-12-14","0.45","True","2026-07-24T11:51:40Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07184632","readout","214101399367","48.18","71.8","35.12","35.6","8120373.0","21626000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"IBRX","0001326110","ImmunityBio, Inc.","PhaseReadout","2027-05-01","month","","Platinum-resistant Ovarian Cancer","clinicaltrials","https://clinicaltrials.gov/study/NCT06710288","PHASE2 | A Phase 2, Open-label, Single-arm Study Of Autologous M-CENK Adoptive Cell Therapy And N-8 | primary completion 2027-05","0.45","True","2026-07-24T11:50:44Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06710288","readout","7750389993","7.4","12.43","1.95","52.0","6073285.0","380879000","15.5","~12+ months (company-stated, non-specific)","company-guided","","https://www.sec.gov/Archives/edgar/data/1326110/000132611026000059/ibrx-20260331.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"VTRS","0001792044","Viatris Inc","PhaseReadout","2027-05-01","month","","Female Contraception","clinicaltrials","https://clinicaltrials.gov/study/NCT06672016","PHASE3 | Study to Evaluate Contraceptive Efficacy and Safety of a Progestin Only Patch in Women of  | primary completion 2027-05","0.45","True","2026-07-24T11:52:51Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06672016","readout","20123469861","17.28","17.68","8.63","95.6","7908816.0","1804200000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"XNCR","0001326732","Xencor Inc","PhaseReadout","2027-05-01","month","","Not Applicable - Healthy Adult Participants","clinicaltrials","https://clinicaltrials.gov/study/NCT07713485","PHASE1 | Study of XmAb412 in Healthy Participants | primary completion 2027-05","0.45","True","2026-07-24T11:52:55Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07713485","readout","1447985370","19.53","21.26","6.92","87.9","832619.0","444950000","28.6","~12+ months (company-stated, non-specific)","company-guided","","https://www.sec.gov/Archives/edgar/data/1326732/000132673226000043/xncr-20260331.htm","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"IBRX","0001326110","ImmunityBio, Inc.","PhaseReadout","2026-07-31","month","","Head and Neck Cancer","clinicaltrials","https://clinicaltrials.gov/study/NCT06239220","PHASE2 | PD-L1 t-haNK, NAI IL-15sa and Cetuximab for Recurrent, Metastatic HNSCC | primary completion 2026-07-31","0.45","True","2026-07-24T11:50:44Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06239220","readout","7750389993","7.4","12.43","1.95","52.0","6073285.0","380879000","15.5","~12+ months (company-stated, non-specific)","company-guided","","https://www.sec.gov/Archives/edgar/data/1326110/000132611026000059/ibrx-20260331.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"RVMD","0001628171","Revolution Medicines, Inc.","PhaseReadout","2027-05-15","month","","Colorectal Cancer","clinicaltrials","https://clinicaltrials.gov/study/NCT06445062","PHASE2 | Study of RAS(ON) Inhibitors in Patients With Gastrointestinal Solid Tumors | primary completion 2027-05-15","0.45","True","2026-07-24T11:52:13Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06445062","readout","40127495000","188.75","193.825","34.0","96.8","2282376.0","1908084000","21.7","~22 mo (estimated)","estimated","2028-05-13","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"ARGX","0001697862","ARGENX SE","PhaseReadout","2026-09-01","month","","Multifocal Motor Neuropathy (MMN)","clinicaltrials","https://clinicaltrials.gov/study/NCT06742190","PHASE3 | A Study to Assess the Efficacy and Safety of Empasiprubart Versus IVIg in Adults With Mult | primary completion 2026-09","0.45","True","2026-07-24T11:49:19Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06742190","readout","57498812142","924.6","953.58","587.37","92.1","607666.0","4440039000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"SNY","0001121404","Sanofi","PhaseReadout","2027-05-17","month","","Pneumococcal Immunization","clinicaltrials","https://clinicaltrials.gov/study/NCT06736041","PHASE3 | Study of a 4-Dose Regimen of a 21-valent Pneumococcal Conjugate Vaccine in Healthy Infants | primary completion 2027-05-17","0.45","True","2026-07-24T11:52:24Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06736041","readout","105187982169","43.36","52.68","40.89","20.9","1912652.0","5544000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"BIIB","0000875045","Biogen/Eisai","PhaseReadout","2027-05-20","month","","Multiple Sclerosis, Relapsing-Remitting","clinicaltrials","https://clinicaltrials.gov/study/NCT03958877","PHASE3 | A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta- | primary completion 2027-05-20","0.45","True","2026-07-24T11:49:36Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT03958877","readout","29618934940","200.62","219.72","124.56","79.9","1031054.0","4282700000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"IBRX","0001326110","ImmunityBio, Inc.","PhaseReadout","2027-05-25","month","","Relapsed B-Cell Non Hodgkin Lymphoma","clinicaltrials","https://clinicaltrials.gov/study/NCT07125872","PHASE2 | Study of Relapsed/ Refractory B-cell Non- Hodgkin Lymphoma | primary completion 2027-05-25","0.45","True","2026-07-24T11:50:44Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07125872","readout","7750389993","7.4","12.43","1.95","52.0","6073285.0","380879000","15.5","~12+ months (company-stated, non-specific)","company-guided","","https://www.sec.gov/Archives/edgar/data/1326110/000132611026000059/ibrx-20260331.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"AZN","0000901832","AstraZeneca/Alexion","PhaseReadout","2027-05-28","month","","Hypercholesterolaemia","clinicaltrials","https://clinicaltrials.gov/study/NCT07619118","PHASE3 | A Phase III Study to Assess the Effect of FDC Laroprovstat/Rosuvastatin Compared With Rosu | primary completion 2027-05-28","0.45","True","2026-07-24T11:49:28Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07619118","readout","260777721616","168.27","212.71","142.98","36.3","2394060.0","7675000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
